order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDX03992,2018-09-06,16:16:54,Dinner,BK,"[('Shrimp', 4), ('Salmon', 9)]",585.0,-37.7988906,144.9932646,0,5.895,13.1998509
ORDY06405,2018-02-22,09:41:24,Breakfast,TP,"[('Cereal', 4), ('Coffee', 10), ('Eggs', 8), ('Pancake', 1)]",359.25,-37.8081185,144.9567616,0,9.107,11.614182
ORDK04239,2018-03-23,10:42:15,Breakfast,BK,"[('Coffee', 5), ('Cereal', 7), ('Pancake', 4)]",281.5,-37.80072,144.9585648,0,8.241,13.1694104
ORDZ01408,2018-08-31,15:56:37,Lunch,NS,"[('Steak', 5), ('Chicken', 7), ('Salad', 2)]",483.4,-37.8057088,144.9577081,0,7.86,13.4396827
ORDY02795,2018-09-28,16:57:27,Dinner,TP,"[('Shrimp', 10), ('Pasta', 1)]",567.5,-37.8070029,144.9469489,0,9.829,14.1076527
ORDY00052,2018-03-02,09:51:32,Breakfast,TP,"[('Eggs', 8), ('Pancake', 2)]",224.5,-37.8054083,144.9346526,0,10.811,13.4633082
ORDK04625,2018-04-25,11:43:05,Breakfast,BK,"[('Cereal', 10), ('Pancake', 2), ('Eggs', 1), ('Coffee', 9)]",348.0,-37.8183154,144.9968188,0,5.076,9.9105824
ORDB10811,2018-03-07,10:01:41,Breakfast,TP,"[('Cereal', 8), ('Coffee', 10), ('Pancake', 3), ('Eggs', 5)]",425.75,-37.8131513,144.9515214,0,9.066,11.3249616
ORDA10349,2018-11-23,18:49:00,Dinner,BK,"[('Salmon', 2), ('Shrimp', 8), ('Fish&Chips', 8)]",794.0,-37.8129005,144.9298785,0,11.32,18.5720122
ORDC09615,2018-01-04,08:00:00,Breakfast,NS,"[('Cereal', 10), ('Eggs', 1), ('Coffee', 4), ('Pancake', 6)]",407.5,-37.7996265,145.0188339,1,10.765,7.8155831
ORDY10329,2018-01-16,08:20:16,Breakfast,TP,"[('Coffee', 2), ('Eggs', 1)]",37.0,-37.8136923,144.9387978,1,10.307,6.7373487
ORDI08101,2018-08-19,15:36:20,Lunch,NS,"[('Burger', 6), ('Salad', 9), ('Steak', 5), ('Fries', 10), ('Chicken', 2)]",749.8,-37.8150466,144.960811,0,8.302,16.3580355
ORDK09482,2018-12-13,19:29:34,Dinner,BK,"[('Salmon', 4), ('Fish&Chips', 3), ('Shrimp', 6), ('Pasta', 3)]",675.5,-37.8161657,144.9752775,0,7.723,14.5677602
ORDY05743,2018-05-10,12:13:31,Lunch,TP,"[('Steak', 10), ('Chicken', 4), ('Salad', 2), ('Burger', 8), ('Fries', 8)]",956.4,-37.800594,144.9915664,0,11.194,13.6905942
ORDY05424,2018-07-20,14:35:29,Lunch,TP,"[('Fries', 4), ('Chicken', 2), ('Salad', 2)]",146.4,-37.8223897,144.9551443,0,8.242,11.5623753
ORDA04418,2018-04-06,11:02:32,Breakfast,BK,"[('Pancake', 6), ('Cereal', 3)]",208.5,-37.8178315,144.9663314,0,7.523,12.8506838
ORDA04613,2018-09-06,16:16:54,Dinner,BK,"[('Shrimp', 2), ('Salmon', 9), ('Fish&Chips', 4)]",617.0,-37.8190254,144.9738405,0,7.281,14.1878756
ORDZ04254,2018-07-27,14:45:38,Lunch,NS,"[('Chicken', 8), ('Burger', 5), ('Steak', 9)]",816.0,-37.8221438,144.978328,0,8.912,14.2660527
ORDJ07244,2018-12-07,19:19:26,Dinner,TP,"[('Shrimp', 8), ('Salmon', 5), ('Pasta', 5), ('Fish&Chips', 6)]",984.5,-37.8242423,144.9538317,0,8.178,12.4195594
ORDY06041,2018-12-03,19:09:17,Dinner,TP,"[('Pasta', 10), ('Fish&Chips', 9)]",590.0,-37.816841,144.9614875,0,8.001,12.0831164
ORDY03132,2018-10-28,17:58:18,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 9), ('Shrimp', 9)]",838.5,-37.8214272,144.9693216,0,7.768,13.3526888
ORDJ09676,2018-06-20,13:34:38,Lunch,TP,"[('Fries', 6), ('Chicken', 3)]",168.0,-37.8151077,144.9404206,0,10.088,13.4374025
ORDI07733,2018-02-26,09:51:32,Breakfast,NS,"[('Coffee', 9), ('Eggs', 9), ('Pancake', 9)]",483.75,-37.8149911,144.9593497,0,5.709,10.9401808
ORDC01647,2018-05-16,12:23:39,Lunch,NS,"[('Burger', 3), ('Fries', 9)]",201.0,-37.8016552,144.98279,0,7.283,12.4935373
ORDJ02558,2018-10-16,17:27:53,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 10), ('Pasta', 10)]",1000.0,-37.8183757,144.9971149,0,10.332,14.0079802
ORDI08273,2018-10-16,17:27:53,Dinner,NS,"[('Fish&Chips', 5), ('Shrimp', 1), ('Pasta', 3), ('Salmon', 5)]",516.5,-37.8194276,144.9907283,0,9.503,15.5939104
ORDY09952,2018-03-17,10:21:58,Breakfast,TP,"[('Coffee', 1), ('Eggs', 9), ('Cereal', 5), ('Pancake', 7)]",480.25,-37.807649,144.9713701,0,9.304,13.2057586
ORDC01710,2018-07-13,14:25:21,Lunch,NS,"[('Steak', 3), ('Salad', 7), ('Burger', 2)]",317.4,-37.8174851,145.0052354,0,10.519,15.8357793
ORDJ08744,2018-03-16,10:21:58,Breakfast,TP,"[('Cereal', 8), ('Pancake', 4), ('Coffee', 5)]",302.5,-37.8064433,144.941667,0,10.314,12.7947763
ORDK05755,2018-03-05,10:01:41,Breakfast,BK,"[('Coffee', 4), ('Pancake', 2), ('Eggs', 4), ('Cereal', 10)]",376.5,-37.8070069,144.9851467,0,5.709,10.6402386
ORDK02376,2018-11-21,18:49:00,Dinner,BK,"[('Fish&Chips', 1), ('Salmon', 10)]",445.0,-37.8077748,144.9332945,0,10.455,17.2834513
ORDA05829,2018-04-05,11:02:32,Breakfast,BK,"[('Cereal', 2), ('Pancake', 1)]",66.25,-37.8175294,144.9523635,0,8.794,13.8625823
ORDB09022,2018-03-18,10:32:06,Breakfast,TP,"[('Cereal', 5), ('Pancake', 9), ('Coffee', 4), ('Eggs', 5)]",463.25,-37.8231974,145.0142992,0,11.864,16.2613394
ORDI00901,2018-05-06,12:03:22,Lunch,NS,"[('Fries', 5), ('Salad', 8)]",197.6,-37.8087321,144.9473669,0,8.88,15.9328818
ORDI04628,2018-09-12,16:27:02,Dinner,NS,"[('Pasta', 9), ('Salmon', 10), ('Shrimp', 2)]",765.5,-37.8039352,144.9178394,0,11.435,17.306588
ORDY05637,2018-08-26,15:46:28,Lunch,TP,"[('Chicken', 9), ('Steak', 8), ('Salad', 1), ('Fries', 9)]",773.2,-37.8025663,144.9931222,0,11.13,15.6848267
ORDC08605,2018-02-07,09:10:59,Breakfast,NS,"[('Pancake', 7), ('Eggs', 9), ('Coffee', 6), ('Cereal', 2)]",454.75,-37.8000013,144.9800011,0,7.059,11.9188718
ORDK04641,2018-03-04,10:01:41,Breakfast,BK,"[('Eggs', 4), ('Coffee', 3), ('Pancake', 9), ('Cereal', 7)]",475.75,-37.8024693,144.9633457,0,7.817,15.1122159
ORDX05440,2018-04-10,11:12:40,Breakfast,BK,"[('Cereal', 3), ('Eggs', 7)]",217.0,-37.804981,144.9723384,0,6.956,12.0614035
ORDA01075,2018-05-13,12:23:39,Lunch,BK,"[('Fries', 4), ('Salad', 9), ('Burger', 1), ('Steak', 2)]",323.8,-37.8045197,144.9601673,0,7.799,16.0678221
ORDA06303,2018-01-12,08:20:16,Breakfast,BK,"[('Pancake', 6), ('Coffee', 1), ('Eggs', 3), ('Cereal', 8)]",387.0,-37.8208969,144.9473712,1,9.337,7.4921449
ORDZ07645,2018-08-17,15:36:20,Lunch,NS,"[('Burger', 9), ('Steak', 1), ('Salad', 5), ('Chicken', 4)]",538.0,-37.8187901,144.9552797,0,9.085,14.4995055
ORDC03885,2018-12-21,19:39:43,Dinner,NS,"[('Salmon', 2), ('Fish&Chips', 1)]",117.0,-37.8055068,144.955431,0,7.972,13.7361464
ORDY08254,2018-04-30,11:53:14,Breakfast,TP,"[('Pancake', 6), ('Eggs', 8), ('Coffee', 4), ('Cereal', 7)]",498.5,-37.7994496,144.9596383,0,9.899,12.4509121
ORDB05747,2018-04-28,11:53:14,Breakfast,TP,"[('Coffee', 2), ('Eggs', 3)]",81.0,-37.816417,144.9763464,0,8.584,12.5270905
ORDY09037,2018-07-13,14:25:21,Lunch,TP,"[('Chicken', 5), ('Salad', 4), ('Steak', 4)]",408.8,-37.8166074,145.0056193,0,11.287,14.446622
ORDB10399,2018-03-27,10:42:15,Breakfast,TP,"[('Coffee', 8), ('Eggs', 2), ('Pancake', 3), ('Cereal', 2)]",218.75,-37.8211349,144.9577267,0,7.946,11.0037561
ORDB00666,2018-08-26,15:46:28,Lunch,TP,"[('Chicken', 4), ('Steak', 10), ('Burger', 7), ('Salad', 3), ('Fries', 6)]",918.6,-37.8122037,144.9381195,0,10.874,15.3763342
ORDZ07623,2018-08-14,15:26:11,Lunch,NS,"[('Fries', 3), ('Burger', 2), ('Steak', 1)]",143.0,-37.8083366,144.9751971,0,7.28,12.7181544
ORDJ01620,2018-06-14,13:24:30,Lunch,TP,"[('Chicken', 2), ('Fries', 7)]",148.0,-37.7997034,144.9681371,0,10.012,13.2505146
ORDX00049,2018-03-18,10:32:06,Breakfast,BK,"[('Eggs', 5), ('Coffee', 8), ('Cereal', 4), ('Pancake', 4)]",351.0,-37.8114627,144.9729188,0,6.819,13.6952242
ORDZ10363,2018-08-03,15:05:54,Lunch,NS,"[('Salad', 7), ('Chicken', 7), ('Burger', 1)]",375.4,-37.8208575,144.9616783,0,9.057,14.3010786
ORDA02995,2018-12-10,19:19:26,Dinner,BK,"[('Shrimp', 6), ('Salmon', 4)]",488.0,-37.8031089,145.0034536,0,5.327,11.7833187
ORDX00074,2018-03-07,10:11:49,Breakfast,BK,"[('Cereal', 9), ('Coffee', 2)]",204.0,-37.8078343,144.9730469,0,6.532,12.3823756
ORDJ07675,2018-08-26,15:46:28,Lunch,TP,"[('Fries', 1), ('Burger', 7), ('Steak', 8)]",589.0,-37.8118563,144.9667764,0,8.498,13.4423681
ORDZ04251,2018-08-09,15:16:03,Lunch,NS,"[('Burger', 3), ('Chicken', 7), ('Steak', 10), ('Fries', 10)]",887.0,-37.8235253,144.9562338,0,9.607,15.2354839
ORDX08708,2018-01-13,08:20:16,Breakfast,BK,"[('Eggs', 10), ('Pancake', 4)]",317.0,-37.8215945,144.9456573,1,9.508,8.3828655
ORDI10367,2018-04-13,11:22:49,Breakfast,NS,"[('Coffee', 2), ('Pancake', 1)]",39.25,-37.8238958,144.9626202,0,9.31,14.4046696
ORDX00328,2018-07-25,14:45:38,Lunch,BK,"[('Salad', 3), ('Chicken', 8), ('Steak', 6), ('Fries', 8)]",673.6,-37.8116827,144.9563755,0,8.091,13.8080891
ORDC05987,2018-05-24,12:43:56,Lunch,NS,"[('Burger', 3), ('Steak', 2), ('Chicken', 8), ('Fries', 4), ('Salad', 4)]",555.8,-37.8234924,144.9808826,0,9.095,15.0924088
ORDX10692,2018-09-10,16:16:54,Dinner,BK,"[('Fish&Chips', 9), ('Salmon', 8), ('Pasta', 1)]",670.5,-37.8101377,144.9965834,0,4.435,11.0468678
ORDZ02847,2018-10-04,17:07:36,Dinner,NS,"[('Salmon', 9), ('Fish&Chips', 8), ('Shrimp', 4), ('Pasta', 4)]",975.0,-37.820764,144.9671687,0,8.837,14.8194435
ORDK10679,2018-08-07,15:16:03,Lunch,BK,"[('Burger', 6), ('Fries', 3), ('Salad', 5), ('Steak', 9), ('Chicken', 3)]",809.0,-37.8026975,144.9468405,0,8.981,14.3207788
ORDB06199,2018-02-11,09:21:07,Breakfast,TP,"[('Pancake', 3), ('Cereal', 3), ('Eggs', 5)]",245.75,-37.8078386,144.9827496,0,9.791,13.9857384
ORDI08455,2018-09-28,16:57:27,Dinner,NS,"[('Shrimp', 2), ('Pasta', 1), ('Salmon', 2)]",217.5,-37.8061125,144.9430057,0,9.191,15.3055621
ORDB04112,2018-10-02,17:07:36,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 9), ('Pasta', 8)]",904.0,-37.8149589,144.9914863,0,10.117,14.3264309
ORDC09367,2018-09-28,16:57:27,Dinner,NS,"[('Salmon', 7), ('Pasta', 2), ('Shrimp', 2), ('Fish&Chips', 9)]",765.0,-37.8058707,144.9466259,0,8.768,14.6433268
ORDY10615,2018-10-01,16:57:27,Dinner,TP,"[('Shrimp', 4), ('Fish&Chips', 6), ('Salmon', 3), ('Pasta', 1)]",576.5,-37.8145317,144.9382023,0,10.304,14.1808953
ORDI05795,2018-01-14,08:20:16,Breakfast,NS,"[('Coffee', 10), ('Pancake', 2)]",123.5,-37.818269,144.9537713,1,9.1,8.2646697
ORDA09346,2018-10-17,17:38:01,Dinner,BK,"[('Pasta', 6), ('Salmon', 2), ('Shrimp', 6)]",571.0,-37.8246871,145.0058273,0,4.923,11.2662115
ORDY07934,2018-11-10,18:18:35,Dinner,TP,"[('Fish&Chips', 6), ('Pasta', 2), ('Shrimp', 6), ('Salmon', 4)]",753.0,-37.8193779,145.0065013,0,11.17,16.2530824
ORDJ04581,2018-01-04,08:00:00,Breakfast,TP,"[('Cereal', 10), ('Pancake', 6)]",355.5,-37.7997833,145.0097787,1,13.012,6.9056151
ORDA00149,2018-07-04,14:05:04,Lunch,BK,"[('Steak', 10), ('Burger', 10), ('Chicken', 6), ('Salad', 3), ('Fries', 4)]",1051.6,-37.8238758,144.9350031,0,10.673,16.6347494
ORDI08003,2018-03-02,09:51:32,Breakfast,NS,"[('Pancake', 1), ('Eggs', 10)]",244.25,-37.817927,144.9678674,0,8.52,12.9773034
ORDA04018,2018-07-06,14:05:04,Lunch,BK,"[('Chicken', 10), ('Steak', 8), ('Fries', 5), ('Burger', 7), ('Salad', 6)]",1060.2,-37.81322,144.9390609,0,10.337,16.1873289
ORDB04027,2018-07-15,14:25:21,Lunch,TP,"[('Burger', 2), ('Steak', 1), ('Salad', 5), ('Fries', 5), ('Chicken', 2)]",317.0,-37.8010827,144.966807,0,9.742,13.9444657
ORDK09326,2018-07-10,14:15:12,Lunch,BK,"[('Salad', 1), ('Steak', 4), ('Burger', 6), ('Chicken', 7)]",607.2,-37.8245566,144.984639,0,6.835,12.7627428
ORDY04781,2018-11-09,18:18:35,Dinner,TP,"[('Pasta', 2), ('Salmon', 9), ('Fish&Chips', 9)]",739.0,-37.8198341,145.0108556,0,11.561,14.895398
ORDJ02097,2018-03-12,10:21:58,Breakfast,TP,"[('Eggs', 6), ('Pancake', 8), ('Cereal', 10), ('Coffee', 1)]",543.5,-37.801873,144.9801786,0,10.177,12.4275673
ORDY08814,2018-09-22,16:47:19,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 10)]",515.0,-37.8197751,144.9599386,0,7.71,13.8517408
ORDZ11078,2018-07-09,14:15:12,Lunch,NS,"[('Steak', 6), ('Fries', 9), ('Burger', 10)]",688.0,-37.8150267,144.9412471,0,9.624,15.1605701
ORDI10588,2018-09-24,16:47:19,Dinner,NS,"[('Shrimp', 7), ('Pasta', 7), ('Fish&Chips', 8)]",850.5,-37.8160008,144.9652756,0,8.221,14.3276766
ORDZ00079,2018-05-18,12:33:48,Lunch,NS,"[('Fries', 10), ('Burger', 1)]",151.0,-37.8014372,144.9567869,0,7.483,12.532417
ORDC07738,2018-12-29,20:00:00,Dinner,NS,"[('Shrimp', 5), ('Salmon', 1)]",311.0,-37.81322,144.9712788,0,7.727,15.4734703
ORDB08769,2018-03-08,10:11:49,Breakfast,TP,"[('Coffee', 3), ('Pancake', 9)]",240.75,-37.8187066,144.9839724,0,9.186,11.77086
ORDA03751,2018-11-26,18:59:09,Dinner,BK,"[('Shrimp', 9), ('Pasta', 6), ('Salmon', 5)]",856.0,-37.8228607,144.9665714,0,8.119,15.1270958
ORDB08037,2018-12-12,19:29:34,Dinner,TP,"[('Fish&Chips', 6), ('Salmon', 3), ('Pasta', 1), ('Shrimp', 6)]",684.5,-37.8144773,144.965637,0,8.262,12.7376536
ORDK09909,2018-04-28,11:53:14,Breakfast,BK,"[('Cereal', 3), ('Coffee', 2), ('Pancake', 8)]",272.0,-37.816016,144.9637193,0,7.883,15.3653787
ORDX03330,2018-04-04,11:02:32,Breakfast,BK,"[('Cereal', 6), ('Eggs', 1)]",148.0,-37.8214425,144.9450779,0,9.553,14.69552
ORDJ05636,2018-04-29,11:53:14,Breakfast,TP,"[('Cereal', 7), ('Pancake', 8), ('Coffee', 3)]",363.5,-37.8159505,144.9860011,0,9.461,12.9324244
ORDJ00463,2018-08-22,15:46:28,Lunch,TP,"[('Steak', 8), ('Salad', 2), ('Fries', 7), ('Burger', 8)]",726.4,-37.8150935,144.9488377,0,9.184,12.6805113
ORDZ06968,2018-05-02,11:53:14,Breakfast,NS,"[('Cereal', 4), ('Coffee', 9), ('Eggs', 2), ('Pancake', 5)]",316.75,-37.8047686,144.9261047,0,10.694,15.6692438
ORDB05007,2018-04-24,11:43:05,Breakfast,TP,"[('Pancake', 10), ('Eggs', 4), ('Cereal', 5)]",435.5,-37.8186521,144.9681756,0,7.661,10.80599
ORDX07223,2018-08-27,15:46:28,Lunch,BK,"[('Salad', 6), ('Chicken', 3), ('Fries', 10), ('Steak', 7), ('Burger', 9)]",913.2,-37.8097478,144.9924054,0,4.811,10.8179133
ORDI03182,2018-04-09,11:12:40,Breakfast,NS,"[('Eggs', 3), ('Coffee', 2), ('Pancake', 3)]",153.75,-37.8177293,144.9671865,0,8.356,12.9890301
ORDA05257,2018-03-08,10:11:49,Breakfast,BK,"[('Cereal', 2), ('Pancake', 10), ('Eggs', 2), ('Coffee', 8)]",388.5,-37.8053285,144.9863077,0,5.82,10.6123076
ORDA04589,2018-11-18,18:38:52,Dinner,BK,"[('Pasta', 2), ('Salmon', 3), ('Fish&Chips', 9)]",493.0,-37.8137364,144.936811,0,10.27,20.4332495
ORDX02854,2018-01-06,08:10:08,Breakfast,BK,"[('Cereal', 1), ('Pancake', 6), ('Coffee', 5), ('Eggs', 8)]",380.0,-37.8107328,145.0023363,1,3.928,5.6263616
ORDB08877,2018-10-07,17:17:44,Dinner,TP,"[('Fish&Chips', 7), ('Salmon', 7), ('Pasta', 6)]",697.0,-37.8022735,144.9661795,0,9.641,15.2307847
ORDC01727,2018-03-01,09:51:32,Breakfast,NS,"[('Pancake', 4), ('Eggs', 5), ('Cereal', 4), ('Coffee', 10)]",366.0,-37.7983344,144.9784699,0,7.065,12.1050661
ORDA06557,2018-01-14,08:20:16,Breakfast,BK,"[('Pancake', 10), ('Eggs', 1), ('Coffee', 7), ('Cereal', 10)]",527.0,-37.8178715,144.9893643,1,5.766,5.8855935
ORDY06973,2018-03-06,10:01:41,Breakfast,TP,"[('Eggs', 5), ('Cereal', 5), ('Coffee', 9)]",282.5,-37.810523,144.9760538,0,9.214,11.8038534
ORDJ04725,2018-04-11,11:12:40,Breakfast,TP,"[('Coffee', 2), ('Cereal', 8), ('Eggs', 6)]",315.0,-37.8235797,144.9673879,0,7.843,10.9590214
ORDC06961,2018-10-24,17:48:10,Dinner,NS,"[('Fish&Chips', 4), ('Salmon', 1), ('Pasta', 9), ('Shrimp', 7)]",806.5,-37.8204521,144.966533,0,8.835,14.3621736
ORDJ06260,2018-03-25,10:42:15,Breakfast,TP,"[('Eggs', 9), ('Coffee', 3), ('Pancake', 9)]",438.75,-37.8199495,145.0144787,0,11.893,15.4843192
ORDI00984,2018-02-05,09:10:59,Breakfast,NS,"[('Cereal', 4), ('Pancake', 4), ('Eggs', 1)]",203.0,-37.821056,144.9550741,0,9.416,14.2771884
ORDB02896,2018-05-22,12:33:48,Lunch,TP,"[('Steak', 6), ('Fries', 3), ('Chicken', 5)]",466.0,-37.8064804,144.9452581,0,10.163,13.2359217
ORDI02274,2018-06-27,13:54:55,Lunch,NS,"[('Chicken', 1), ('Fries', 2), ('Steak', 1)]",101.0,-37.8103545,144.9509758,0,8.74,14.1258213
ORDY02131,2018-07-25,14:45:38,Lunch,TP,"[('Steak', 1), ('Salad', 4)]",113.8,-37.8093427,144.9552953,0,8.939,12.2676934
ORDA01734,2018-08-15,15:26:11,Lunch,BK,"[('Burger', 5), ('Steak', 10)]",605.0,-37.8084589,144.9785084,0,6.051,11.6255887
ORDI08574,2018-10-07,17:17:44,Dinner,NS,"[('Fish&Chips', 5), ('Pasta', 4)]",285.0,-37.8087831,144.9612867,0,7.782,15.7889065
ORDY02347,2018-04-11,11:12:40,Breakfast,TP,"[('Cereal', 3), ('Pancake', 8), ('Coffee', 6)]",302.0,-37.8143884,144.9587802,0,8.384,10.5352314
ORDA07274,2018-02-06,09:10:59,Breakfast,BK,"[('Eggs', 10), ('Pancake', 1), ('Coffee', 1), ('Cereal', 7)]",398.75,-37.8230039,144.9793568,0,7.072,12.2192848
ORDJ07253,2018-04-01,10:52:23,Breakfast,TP,"[('Coffee', 6), ('Pancake', 6)]",190.5,-37.8189236,144.9542636,0,8.405,12.532439
ORDY08102,2018-09-19,16:37:10,Dinner,TP,"[('Shrimp', 3), ('Pasta', 2), ('Fish&Chips', 5)]",392.0,-37.7987935,144.9827307,0,10.687,14.6910406
ORDC00207,2018-08-15,15:26:11,Lunch,NS,"[('Chicken', 6), ('Burger', 3), ('Fries', 1), ('Steak', 5)]",522.0,-37.8084589,144.9785084,0,7.547,13.4159538
ORDJ03223,2018-12-10,19:19:26,Dinner,TP,"[('Pasta', 8), ('Shrimp', 6)]",544.0,-37.8117262,145.012671,0,12.143,15.6543207
ORDY03551,2018-03-15,10:21:58,Breakfast,TP,"[('Pancake', 7), ('Coffee', 4), ('Eggs', 6)]",331.75,-37.8036135,144.9484611,0,9.976,12.3323902
ORDA03895,2018-06-02,13:04:13,Lunch,BK,"[('Steak', 2), ('Fries', 1), ('Chicken', 10), ('Burger', 3)]",515.0,-37.8182567,144.9648178,0,7.665,16.5837555
ORDX06026,2018-05-02,11:53:14,Breakfast,BK,"[('Cereal', 1), ('Coffee', 3)]",43.5,-37.8077142,144.9524056,0,8.529,13.2277205
ORDK10967,2018-10-05,17:07:36,Dinner,BK,"[('Salmon', 3), ('Pasta', 3)]",205.5,-37.8137935,144.9684686,0,7.29,13.6732031
ORDA10864,2018-08-22,15:46:28,Lunch,BK,"[('Steak', 9), ('Fries', 7), ('Burger', 7), ('Salad', 5)]",792.0,-37.8023321,144.9868182,0,6.026,11.7134544
ORDI05212,2018-06-02,13:04:13,Lunch,NS,"[('Salad', 7), ('Fries', 10)]",240.4,-37.8116295,145.0118642,0,10.484,17.7031051
ORDC06717,2018-02-10,09:21:07,Breakfast,NS,"[('Pancake', 3), ('Coffee', 3)]",95.25,-37.8070359,144.9660046,0,7.076,14.1416664
ORDZ01018,2018-05-24,12:43:56,Lunch,NS,"[('Fries', 6), ('Steak', 5), ('Salad', 9), ('Chicken', 2)]",515.8,-37.8127899,144.9398626,0,9.635,14.9378021
ORDZ04761,2018-02-09,09:10:59,Breakfast,NS,"[('Coffee', 8), ('Cereal', 5), ('Pancake', 2), ('Eggs', 4)]",301.5,-37.8128817,144.9679693,0,7.65,12.1214449
ORDI01144,2018-09-18,16:37:10,Dinner,NS,"[('Fish&Chips', 10), ('Salmon', 6)]",596.0,-37.805818,144.9559774,0,7.945,14.1637532
ORDJ10399,2018-10-04,17:07:36,Dinner,TP,"[('Shrimp', 5), ('Fish&Chips', 2), ('Pasta', 9), ('Salmon', 3)]",710.5,-37.8201043,144.9660391,0,7.362,11.8463054
ORDB05496,2018-06-05,13:04:13,Lunch,TP,"[('Fries', 6), ('Burger', 9), ('Steak', 6), ('Chicken', 1)]",653.0,-37.8200537,144.9583103,0,7.876,11.400679
ORDY10122,2018-09-19,16:37:10,Dinner,TP,"[('Shrimp', 3), ('Salmon', 4), ('Pasta', 2), ('Fish&Chips', 3)]",486.0,-37.8255941,144.9777921,0,8.518,12.6854601
ORDC05475,2018-12-12,19:29:34,Dinner,NS,"[('Salmon', 7), ('Pasta', 2), ('Fish&Chips', 1)]",377.0,-37.8139832,144.9645678,0,7.972,13.83041
ORDK10865,2018-07-22,14:35:29,Lunch,BK,"[('Steak', 10), ('Salad', 1), ('Burger', 6)]",653.2,-37.8269391,145.0094593,0,5.195,14.0125874
ORDB04384,2018-01-23,08:40:33,Breakfast,TP,"[('Eggs', 9), ('Coffee', 3), ('Pancake', 3)]",293.25,-37.8163675,144.9595878,0,8.129,11.2793283
ORDJ05893,2018-04-22,11:43:05,Breakfast,TP,"[('Cereal', 1), ('Eggs', 1), ('Coffee', 1)]",50.5,-37.8174295,144.9526428,0,8.676,12.2604576
ORDY02380,2018-06-01,12:54:05,Lunch,TP,"[('Fries', 7), ('Chicken', 3), ('Steak', 7), ('Burger', 10), ('Salad', 7)]",925.4,-37.8253884,144.9569107,0,8.102,11.7815049
ORDK03392,2018-02-27,09:51:32,Breakfast,BK,"[('Eggs', 10), ('Coffee', 2), ('Cereal', 6)]",361.0,-37.824281,144.9851016,0,7.064,11.6466687
ORDC08743,2018-12-25,19:49:51,Dinner,NS,"[('Fish&Chips', 8), ('Pasta', 5), ('Salmon', 1)]",458.5,-37.8054973,144.9660332,0,6.946,13.3148434
ORDK07271,2018-05-09,12:13:31,Lunch,BK,"[('Steak', 9), ('Salad', 2), ('Burger', 7)]",656.4,-37.8020781,144.9885617,0,5.892,12.0349577
ORDX02982,2018-02-19,09:31:16,Breakfast,BK,"[('Cereal', 10), ('Coffee', 4)]",240.0,-37.8242449,144.9868322,0,6.485,11.4378685
ORDK04825,2018-11-19,18:38:52,Dinner,BK,"[('Salmon', 2), ('Fish&Chips', 8)]",362.0,-37.8205611,144.9487888,0,9.203,16.0439846
